,count,q
記起,1,0.000241196333815726
詳情,1,0.000241196333815726
成員為,1,0.000241196333815726
1455,1,0.000241196333815726
節時,1,0.000241196333815726
角創,1,0.000241196333815726
匯國際,1,0.000241196333815726
七天,1,0.000241196333815726
娛樂,1,0.000241196333815726
共膳,1,0.000241196333815726
cx881,1,0.000241196333815726
1468,1,0.000241196333815726
課及,1,0.000241196333815726
miniminds,1,0.000241196333815726
干諾道,1,0.000241196333815726
生料,1,0.000241196333815726
田中,1,0.000241196333815726
第二座,1,0.000241196333815726
名稱,1,0.000241196333815726
經忘記,1,0.000241196333815726
上電腦,1,0.000241196333815726
1313,1,0.000241196333815726
1390,1,0.000241196333815726
所開,1,0.000241196333815726
雋妍,1,0.000241196333815726
南華會,1,0.000241196333815726
學習,1,0.000241196333815726
劍擊,1,0.000241196333815726
林文燦,1,0.000241196333815726
診再,1,0.000241196333815726
1467,1,0.000241196333815726
1561,1,0.000241196333815726
寶御,1,0.000241196333815726
1428,1,0.000241196333815726
1444,1,0.000241196333815726
1623,1,0.000241196333815726
1335,1,0.000241196333815726
玻璃,1,0.000241196333815726
職點心,1,0.000241196333815726
有否,1,0.000241196333815726
1306,1,0.000241196333815726
及常到,1,0.000241196333815726
1516,1,0.000241196333815726
1536,1,0.000241196333815726
日由芬蘭,1,0.000241196333815726
1453,1,0.000241196333815726
1364,1,0.000241196333815726
最初,1,0.000241196333815726
店任,1,0.000241196333815726
經紀,1,0.000241196333815726
及氣促,1,0.000241196333815726
通州,1,0.000241196333815726
壁球,1,0.000241196333815726
租場,1,0.000241196333815726
1581,1,0.000241196333815726
東駿苑,1,0.000241196333815726
專門,1,0.000241196333815726
金駿閣,1,0.000241196333815726
鄒彩樂樓,1,0.000241196333815726
事裝修,1,0.000241196333815726
開菲律賓,1,0.000241196333815726
慈民,1,0.000241196333815726
民健樓,1,0.000241196333815726
地產,1,0.000241196333815726
彩福,1,0.000241196333815726
至瑪麗,1,0.000241196333815726
伸手,1,0.000241196333815726
助人,1,0.000241196333815726
賽馬會朗逸居員工,1,0.000241196333815726
一樓,1,0.000241196333815726
新巴車,1,0.000241196333815726
車長,1,0.000241196333815726
時許,1,0.000241196333815726
班次,1,0.000241196333815726
1673,1,0.000241196333815726
車身,1,0.000241196333815726
ut2022,1,0.000241196333815726
4062,1,0.000241196333815726
ur6549,1,0.000241196333815726
4072,1,0.000241196333815726
ut8412,1,0.000241196333815726
4076,1,0.000241196333815726
3828,1,0.000241196333815726
uu7152,1,0.000241196333815726
點負責,1,0.000241196333815726
1682,1,0.000241196333815726
痛過,1,0.000241196333815726
氣壽司,1,0.000241196333815726
碗碟,1,0.000241196333815726
1570,1,0.000241196333815726
菜攤,1,0.000241196333815726
日由埃塞,1,0.000241196333815726
始喉嚨,1,0.000241196333815726
漢口,1,0.000241196333815726
1690,1,0.000241196333815726
1706,1,0.000241196333815726
葉鵬,1,0.000241196333815726
飛醫生,1,0.000241196333815726
職護士,1,0.000241196333815726
1683,1,0.000241196333815726
按摩,1,0.000241196333815726
貨員,1,0.000241196333815726
新巴,1,0.000241196333815726
冷氣,1,0.000241196333815726
財版,1,0.000241196333815726
編輯,1,0.000241196333815726
等長,1,0.000241196333815726
時多,1,0.000241196333815726
陷入,1,0.000241196333815726
昏迷,1,0.000241196333815726
投資理,1,0.000241196333815726
點多,1,0.000241196333815726
其後情況,1,0.000241196333815726
搶救後情況,1,0.000241196333815726
賽馬會朗逸居護士,1,0.000241196333815726
在院,1,0.000241196333815726
舍二樓,1,0.000241196333815726
曾照,1,0.000241196333815726
停頓,1,0.000241196333815726
涉事,1,0.000241196333815726
日報,1,0.000241196333815726
1662,1,0.000241196333815726
隔塵網,1,0.000241196333815726
蒲飛路,1,0.000241196333815726
及員工,1,0.000241196333815726
休息室,1,0.000241196333815726
亦己,1,0.000241196333815726
1713,1,0.000241196333815726
經濟,1,0.000241196333815726
環置,1,0.000241196333815726
賽馬會朗逸居院友,1,0.000241196333815726
期病,1,0.000241196333815726
二樓,1,0.000241196333815726
位同,1,0.000241196333815726
可到,1,0.000241196333815726
1660,1,0.000241196333815726
地廣場,1,0.000241196333815726
1699,1,0.000241196333815726
攤售,1,0.000241196333815726
1701,1,0.000241196333815726
派信,1,0.000241196333815726
工作日,1,0.000241196333815726
1622,1,0.000241196333815726
最後上,1,0.000241196333815726
課日,1,0.000241196333815726
癌症病人,1,0.000241196333815726
收發,1,0.000241196333815726
同時,1,0.000241196333815726
1298,1,0.000241196333815726
1558,1,0.000241196333815726
從菲律賓,1,0.000241196333815726
1553,1,0.000241196333815726
1586,1,0.000241196333815726
1625,1,0.000241196333815726
第三名,1,0.000241196333815726
暈過,1,0.000241196333815726
環署,1,0.000241196333815726
1472,1,0.000241196333815726
協會匯,1,0.000241196333815726
豐銀行,1,0.000241196333815726
基金,1,0.000241196333815726
樂富護,1,0.000241196333815726
豐盛,1,0.000241196333815726
菜販,1,0.000241196333815726
為食,1,0.000241196333815726
確診個,1,0.000241196333815726
搭長,1,0.000241196333815726
br871,1,0.000241196333815726
常去,1,0.000241196333815726
教友,1,0.000241196333815726
有到,1,0.000241196333815726
過慈雲山,1,0.000241196333815726
簡短,1,0.000241196333815726
1703,1,0.000241196333815726
1449,1,0.000241196333815726
急救,1,0.000241196333815726
游泳池,1,0.000241196333815726
負責後勤,1,0.000241196333815726
樓層並,1,0.000241196333815726
開放,1,0.000241196333815726
關節,1,0.000241196333815726
取消,1,0.000241196333815726
胡忠,1,0.000241196333815726
即轉,1,0.000241196333815726
雙人,1,0.000241196333815726
繼續,1,0.000241196333815726
為荃灣,1,0.000241196333815726
1638,1,0.000241196333815726
會照,1,0.000241196333815726
顧對方,1,0.000241196333815726
1573,1,0.000241196333815726
非緊,1,0.000241196333815726
景圍,1,0.000241196333815726
康樂,1,0.000241196333815726
護車,1,0.000241196333815726
調配,1,0.000241196333815726
醫院車,1,0.000241196333815726
民生,1,0.000241196333815726
週會,1,0.000241196333815726
打籃球,1,0.000241196333815726
灣區,1,0.000241196333815726
籃球,1,0.000241196333815726
日並,1,0.000241196333815726
無關,1,0.000241196333815726
一路,1,0.000241196333815726
發燒過,1,0.000241196333815726
康文署,1,0.000241196333815726
二級,1,0.000241196333815726
1654,1,0.000241196333815726
917,1,0.000241196333815726
1937,1,0.000241196333815726
過尼日,1,0.000241196333815726
自遷,1,0.000241196333815726
僱主位,1,0.000241196333815726
106,1,0.000241196333815726
傭工將,1,0.000241196333815726
號原築,1,0.000241196333815726
鄉路,1,0.000241196333815726
十八,1,0.000241196333815726
至倫敦,1,0.000241196333815726
公幹,1,0.000241196333815726
其後其,1,0.000241196333815726
宗曾,1,0.000241196333815726
107,1,0.000241196333815726
第四,1,0.000241196333815726
中獨,1,0.000241196333815726
時將,1,0.000241196333815726
處求醫,1,0.000241196333815726
保健,1,0.000241196333815726
91,1,0.000241196333815726
無出,1,0.000241196333815726
日深,1,0.000241196333815726
作檢測,1,0.000241196333815726
101,1,0.000241196333815726
中醫求,1,0.000241196333815726
城德輔,1,0.000241196333815726
日到灣,1,0.000241196333815726
印裔,1,0.000241196333815726
嘉諾,1,0.000241196333815726
留院律,1,0.000241196333815726
ba323,1,0.000241196333815726
到倫敦,1,0.000241196333815726
116,1,0.000241196333815726
仔貝,1,0.000241196333815726
341,1,0.000241196333815726
日來,1,0.000241196333815726
117,1,0.000241196333815726
現咳,1,0.000241196333815726
團導遊,1,0.000241196333815726
拜山,1,0.000241196333815726
住將,1,0.000241196333815726
澳怡明,1,0.000241196333815726
超過,1,0.000241196333815726
管工,1,0.000241196333815726
123,1,0.000241196333815726
半島,1,0.000241196333815726
岳父母,1,0.000241196333815726
城西,1,0.000241196333815726
寧街,1,0.000241196333815726
西寧閣,1,0.000241196333815726
院校,1,0.000241196333815726
碧堤,1,0.000241196333815726
徵亦無發燒,1,0.000241196333815726
食環署,1,0.000241196333815726
提半島,1,0.000241196333815726
食環,1,0.000241196333815726
署員工,1,0.000241196333815726
隨新華,1,0.000241196333815726
哪位,1,0.000241196333815726
兒子則,1,0.000241196333815726
名團友,1,0.000241196333815726
村鴻記,1,0.000241196333815726
121,1,0.000241196333815726
茂林,1,0.000241196333815726
因為,1,0.000241196333815726
被視,1,0.000241196333815726
來往,1,0.000241196333815726
上周,1,0.000241196333815726
停留,1,0.000241196333815726
林苑,1,0.000241196333815726
日無病,1,0.000241196333815726
峨嵋山,1,0.000241196333815726
四川,1,0.000241196333815726
轉再,1,0.000241196333815726
得知,1,0.000241196333815726
致電衛生,1,0.000241196333815726
熱線,1,0.000241196333815726
95,1,0.000241196333815726
另同,1,0.000241196333815726
時到過,1,0.000241196333815726
錦屏,1,0.000241196333815726
現間,1,0.000241196333815726
柏立基,1,0.000241196333815726
首班,1,0.000241196333815726
日經化驗,1,0.000241196333815726
老婦,1,0.000241196333815726
住並,1,0.000241196333815726
78,1,0.000241196333815726
則是,1,0.000241196333815726
二哥,1,0.000241196333815726
診部,1,0.000241196333815726
傭同,1,0.000241196333815726
560,1,0.000241196333815726
號健威,1,0.000241196333815726
當義工,1,0.000241196333815726
88,1,0.000241196333815726
87,1,0.000241196333815726
內則,1,0.000241196333815726
日起間,1,0.000241196333815726
號美輪,1,0.000241196333815726
因出,1,0.000241196333815726
徵被,1,0.000241196333815726
家傭則,1,0.000241196333815726
到灣,1,0.000241196333815726
仔購物,1,0.000241196333815726
74,1,0.000241196333815726
頓經,1,0.000241196333815726
善信,1,0.000241196333815726
傳給,1,0.000241196333815726
適後送,1,0.000241196333815726
去元州,1,0.000241196333815726
99,1,0.000241196333815726
沒好轉,1,0.000241196333815726
跡象,1,0.000241196333815726
其時,1,0.000241196333815726
元樂樓,1,0.000241196333815726
住持,1,0.000241196333815726
日覆驗,1,0.000241196333815726
留醫及,1,0.000241196333815726
僧侶,1,0.000241196333815726
董事,1,0.000241196333815726
股東,1,0.000241196333815726
廈門,1,0.000241196333815726
之後他,1,0.000241196333815726
上旬,1,0.000241196333815726
元州,1,0.000241196333815726
日為,1,0.000241196333815726
周四,1,0.000241196333815726
隔離營,1,0.000241196333815726
故此,1,0.000241196333815726
做義工,1,0.000241196333815726
食物,1,0.000241196333815726
適到,1,0.000241196333815726
留醫待,1,0.000241196333815726
過觀塘,1,0.000241196333815726
其後致,1,0.000241196333815726
電熱線,1,0.000241196333815726
港大為,1,0.000241196333815726
此個案,1,0.000241196333815726
港府,1,0.000241196333815726
港大,1,0.000241196333815726
看中,1,0.000241196333815726
抵達菲律,1,0.000241196333815726
cx930,1,0.000241196333815726
由馬,1,0.000241196333815726
遊尼羅河,1,0.000241196333815726
ms960,1,0.000241196333815726
然後坐,1,0.000241196333815726
翻查,1,0.000241196333815726
皇宴,1,0.000241196333815726
人不適,1,0.000241196333815726
觀光,1,0.000241196333815726
其餘團友,1,0.000241196333815726
百樂,1,0.000241196333815726
徑曉翠山莊,1,0.000241196333815726
沙灣金,1,0.000241196333815726
百盛,1,0.000241196333815726
並於奧,1,0.000241196333815726
石山,1,0.000241196333815726
住大圍,1,0.000241196333815726
龍蟠苑,1,0.000241196333815726
乘光,1,0.000241196333815726
開羅,1,0.000241196333815726
hotel,1,0.000241196333815726
icon,1,0.000241196333815726
地門,1,0.000241196333815726
日會合,1,0.000241196333815726
遊客,1,0.000241196333815726
迪拜,1,0.000241196333815726
紅海,1,0.000241196333815726
獨自住,1,0.000241196333815726
過一間,1,0.000241196333815726
回教,1,0.000241196333815726
午禱,1,0.000241196333815726
然後再,1,0.000241196333815726
美麗華,1,0.000241196333815726
旅行社,1,0.000241196333815726
陽光國際,1,0.000241196333815726
cx270,1,0.000241196333815726
龍珠閣,1,0.000241196333815726
此外,1,0.000241196333815726
求醫並,1,0.000241196333815726
拿及,1,0.000241196333815726
其位,1,0.000241196333815726
339,1,0.000241196333815726
滿樓,1,0.000241196333815726
填地,1,0.000241196333815726
有花,1,0.000241196333815726
棕櫚徑,1,0.000241196333815726
ba0733,1,0.000241196333815726
ba33,1,0.000241196333815726
其後由,1,0.000241196333815726
mh78,1,0.000241196333815726
屯門市,1,0.000241196333815726
之後曾,1,0.000241196333815726
日内瓦,1,0.000241196333815726
文件,1,0.000241196333815726
低燒,1,0.000241196333815726
威士,1,0.000241196333815726
多數,1,0.000241196333815726
華明,1,0.000241196333815726
mikiki,1,0.000241196333815726
充電,1,0.000241196333815726
往奧,1,0.000241196333815726
港島,1,0.000241196333815726
並且,1,0.000241196333815726
香格里拉酒店,1,0.000241196333815726
哥華,1,0.000241196333815726
並乘,1,0.000241196333815726
返工,1,0.000241196333815726
two,1,0.000241196333815726
harbour,1,0.000241196333815726
square,1,0.000241196333815726
訪溫,1,0.000241196333815726
往瑪麗,1,0.000241196333815726
荷蘭參,1,0.000241196333815726
96,1,0.000241196333815726
意大利人,1,0.000241196333815726
相處,1,0.000241196333815726
方並,1,0.000241196333815726
環順,1,0.000241196333815726
景雅庭,1,0.000241196333815726
希臘,1,0.000241196333815726
取其深,1,0.000241196333815726
tk1828,1,0.000241196333815726
灣行山,1,0.000241196333815726
敦治求醫,1,0.000241196333815726
大街,1,0.000241196333815726
達州,1,0.000241196333815726
達州經,1,0.000241196333815726
全日空,1,0.000241196333815726
tk70,1,0.000241196333815726
nh811,1,0.000241196333815726
號辦,1,0.000241196333815726
頭等艙,1,0.000241196333815726
氣喘症,1,0.000241196333815726
號及,1,0.000241196333815726
131,1,0.000241196333815726
號夫婦,1,0.000241196333815726
由倫敦起,1,0.000241196333815726
早就,1,0.000241196333815726
625,1,0.000241196333815726
有病,1,0.000241196333815726
37.6,1,0.000241196333815726
至今,1,0.000241196333815726
最小,1,0.000241196333815726
首名,1,0.000241196333815726
林村,1,0.000241196333815726
梧桐,1,0.000241196333815726
攝氏,1,0.000241196333815726
98,1,0.000241196333815726
春暉道,1,0.000241196333815726
泛航,1,0.000241196333815726
cx561,1,0.000241196333815726
法蘭克福,1,0.000241196333815726
下交談,1,0.000241196333815726
灣仔灣,1,0.000241196333815726
景國際,1,0.000241196333815726
大多,1,0.000241196333815726
宏福,1,0.000241196333815726
上周五,1,0.000241196333815726
腹部,1,0.000241196333815726
日腹瀉,1,0.000241196333815726
城巴車,1,0.000241196333815726
有外,1,0.000241196333815726
扶林華富,1,0.000241196333815726
華昌樓,1,0.000241196333815726
二日,1,0.000241196333815726
訪法,1,0.000241196333815726
137,1,0.000241196333815726
號單位,1,0.000241196333815726
hv5760,1,0.000241196333815726
皇家,1,0.000241196333815726
優質,1,0.000241196333815726
自住,1,0.000241196333815726
永泰,1,0.000241196333815726
號一個,1,0.000241196333815726
ba31,1,0.000241196333815726
工作室,1,0.000241196333815726
建築師,1,0.000241196333815726
ek142,1,0.000241196333815726
團確,1,0.000241196333815726
診團友,1,0.000241196333815726
號個,1,0.000241196333815726
案住,1,0.000241196333815726
設計,1,0.000241196333815726
聽取,1,0.000241196333815726
並數次,1,0.000241196333815726
學調,1,0.000241196333815726
狀腺機,1,0.000241196333815726
有甲,1,0.000241196333815726
瑞碩樓,1,0.000241196333815726
碩門,1,0.000241196333815726
河麗濤護,1,0.000241196333815726
發後曾,1,0.000241196333815726
號高望,1,0.000241196333815726
142,1,0.000241196333815726
治理,1,0.000241196333815726
d11,1,0.000241196333815726
已轉,1,0.000241196333815726
再到,1,0.000241196333815726
拜年,1,0.000241196333815726
喉龍痛,1,0.000241196333815726
人有,1,0.000241196333815726
uo651,1,0.000241196333815726
快運,1,0.000241196333815726
過聯合,1,0.000241196333815726
太長,1,0.000241196333815726
離院,1,0.000241196333815726
天內,1,0.000241196333815726
土瓜灣馬頭,1,0.000241196333815726
圍道,1,0.000241196333815726
低下,1,0.000241196333815726
183,1,0.000241196333815726
方特敏福,1,0.000241196333815726
惟發,1,0.000241196333815726
未退,1,0.000241196333815726
醫院照,1,0.000241196333815726
介到,1,0.000241196333815726
兩地,1,0.000241196333815726
獲處,1,0.000241196333815726
症及,1,0.000241196333815726
王醫院求,1,0.000241196333815726
希爾頓,1,0.000241196333815726
症病,1,0.000241196333815726
因氣促,1,0.000241196333815726
需插喉,1,0.000241196333815726
西灣河,1,0.000241196333815726
其妹,1,0.000241196333815726
上址,1,0.000241196333815726
泰和,1,0.000241196333815726
午膳,1,0.000241196333815726
51,1,0.000241196333815726
35,1,0.000241196333815726
傍晚,1,0.000241196333815726
一幢,1,0.000241196333815726
灣循道,1,0.000241196333815726
衛理,1,0.000241196333815726
染病,1,0.000241196333815726
卓健,1,0.000241196333815726
阿姨,1,0.000241196333815726
四姨,1,0.000241196333815726
呼籲,1,0.000241196333815726
司機聯,1,0.000241196333815726
坑頭,1,0.000241196333815726
雍翠苑,1,0.000241196333815726
金巴經,1,0.000241196333815726
港珠,1,0.000241196333815726
三姨,1,0.000241196333815726
澳大橋,1,0.000241196333815726
御龍山,1,0.000241196333815726
寶安國際,1,0.000241196333815726
及後男,1,0.000241196333815726
患有,1,0.000241196333815726
慢性病,1,0.000241196333815726
44,1,0.000241196333815726
往上,1,0.000241196333815726
九龍灣,1,0.000241196333815726
康閣,1,0.000241196333815726
田苑,1,0.000241196333815726
創傷,1,0.000241196333815726
兩小時,1,0.000241196333815726
武漢到過,1,0.000241196333815726
菜市,1,0.000241196333815726
場和醫院,1,0.000241196333815726
野生,1,0.000241196333815726
空置,1,0.000241196333815726
動物,1,0.000241196333815726
曾訛稱,1,0.000241196333815726
會計師,1,0.000241196333815726
實際,1,0.000241196333815726
武昌,1,0.000241196333815726
白沙洲,1,0.000241196333815726
68,1,0.000241196333815726
62,1,0.000241196333815726
因不適,1,0.000241196333815726
求醫時,1,0.000241196333815726
帝逸,1,0.000241196333815726
922,1,0.000241196333815726
zh1,1,0.000241196333815726
高鐵來,1,0.000241196333815726
即時,1,0.000241196333815726
名親,1,0.000241196333815726
皇悅,1,0.000241196333815726
武漢到,1,0.000241196333815726
飛菲律,1,0.000241196333815726
經羅湖,1,0.000241196333815726
乘東鐵,1,0.000241196333815726
轉馬鐵,1,0.000241196333815726
返馬,1,0.000241196333815726
因發,1,0.000241196333815726
燒到,1,0.000241196333815726
獨自,1,0.000241196333815726
教會禧,1,0.000241196333815726
男長,1,0.000241196333815726
高鐵經,1,0.000241196333815726
訪澳門,1,0.000241196333815726
日長,1,0.000241196333815726
南站,1,0.000241196333815726
葵樓,1,0.000241196333815726
日經羅湖,1,0.000241196333815726
橫濱,1,0.000241196333815726
及診,1,0.000241196333815726
啟德,1,0.000241196333815726
壹號,1,0.000241196333815726
佐敦恆豐,1,0.000241196333815726
開店,1,0.000241196333815726
佐敦嘉賓,1,0.000241196333815726
廈診,1,0.000241196333815726
藍田康,1,0.000241196333815726
其後在,1,0.000241196333815726
武漢市,1,0.000241196333815726
訪順德,1,0.000241196333815726
作短,1,0.000241196333815726
北到,1,0.000241196333815726
麥理浩,1,0.000241196333815726
度假村,1,0.000241196333815726
惟不太,1,0.000241196333815726
合作,1,0.000241196333815726
行程,1,0.000241196333815726
75,1,0.000241196333815726
最後只,1,0.000241196333815726
或成,1,0.000241196333815726
全港,1,0.000241196333815726
首宗,1,0.000241196333815726
人傳人,1,0.000241196333815726
地御,1,0.000241196333815726
金國峰,1,0.000241196333815726
之後不適,1,0.000241196333815726
恩堂,1,0.000241196333815726
傳道者,1,0.000241196333815726
教會,1,0.000241196333815726
並無進入,1,0.000241196333815726
胸腔,1,0.000241196333815726
毛玻璃,1,0.000241196333815726
不可,1,0.000241196333815726
排除,1,0.000241196333815726
並有,1,0.000241196333815726
天花,1,0.000241196333815726
秀茂坪曉暉,1,0.000241196333815726
大本營,1,0.000241196333815726
她後來,1,0.000241196333815726
新田,1,0.000241196333815726
市區,1,0.000241196333815726
jw9897,1,0.000241196333815726
昏厥,1,0.000241196333815726
閣曉麗苑,1,0.000241196333815726
油塘油,1,0.000241196333815726
顧三聖海,1,0.000241196333815726
惟據報,1,0.000241196333815726
金僑華廈,1,0.000241196333815726
經到過,1,0.000241196333815726
中山,1,0.000241196333815726
輕微流,1,0.000241196333815726
骨折,1,0.000241196333815726
髖關節,1,0.000241196333815726
會光,1,0.000241196333815726
並確診,1,0.000241196333815726
繁回,1,0.000241196333815726
幾次,1,0.000241196333815726
初三,1,0.000241196333815726
初五,1,0.000241196333815726
外父,1,0.000241196333815726
廣東,1,0.000241196333815726
前頻,1,0.000241196333815726
康寧道,1,0.000241196333815726
美苑潤,1,0.000241196333815726
紀律,1,0.000241196333815726
yoho,1,0.000241196333815726
第三座,1,0.000241196333815726
生意人,1,0.000241196333815726
取深,1,0.000241196333815726
看病,1,0.000241196333815726
住過,1,0.000241196333815726
grand,1,0.000241196333815726
兩晚,1,0.000241196333815726
至律,1,0.000241196333815726
麗宮,1,0.000241196333815726
春秧街,1,0.000241196333815726
人出,1,0.000241196333815726
二月,1,0.000241196333815726
72,1,0.000241196333815726
訪養,1,0.000241196333815726
美閣,1,0.000241196333815726
幾分鐘,1,0.000241196333815726
常往,1,0.000241196333815726
部隊,1,0.000241196333815726
雖然,1,0.000241196333815726
當日並,1,0.000241196333815726
西環,1,0.000241196333815726
及外,1,0.000241196333815726
母均,1,0.000241196333815726
89,1,0.000241196333815726
有心,1,0.000241196333815726
天后,1,0.000241196333815726
飛龍台,1,0.000241196333815726
街美輪,1,0.000241196333815726
名為,1,0.000241196333815726
興華,1,0.000241196333815726
展興樓,1,0.000241196333815726
臟長,1,0.000241196333815726
查期間,1,0.000241196333815726
問題,1,0.000241196333815726
光有,1,0.000241196333815726
周末,1,0.000241196333815726
則居,1,0.000241196333815726
兒子位,1,0.000241196333815726
仔柯布,1,0.000241196333815726
連道,1,0.000241196333815726
號香,1,0.000241196333815726
小姨,1,0.000241196333815726
石澳,1,0.000241196333815726
灣村,1,0.000241196333815726
徵狀後有,1,0.000241196333815726
石籬,1,0.000241196333815726
危殆,1,0.000241196333815726
已知,1,0.000241196333815726
經過,1,0.000241196333815726
大浪,1,0.000241196333815726
落馬洲,1,0.000241196333815726
接觸過,1,0.000241196333815726
保險業,1,0.000241196333815726
小組,1,0.000241196333815726
知悉,1,0.000241196333815726
寶林,1,0.000241196333815726
49,1,0.000241196333815726
田灣,1,0.000241196333815726
田澤樓,1,0.000241196333815726
發病後有,1,0.000241196333815726
良田,1,0.000241196333815726
北京,1,0.000241196333815726
進膳,1,0.000241196333815726
紫田村,1,0.000241196333815726
兩日後有,1,0.000241196333815726
人共膳,1,0.000241196333815726
姻親,1,0.000241196333815726
37,1,0.000241196333815726
陰影,1,0.000241196333815726
環永樂街,1,0.000241196333815726
日氣,1,0.000241196333815726
因腳腫,1,0.000241196333815726
所以,1,0.000241196333815726
越南,1,0.000241196333815726
日入,1,0.000241196333815726
伊院,1,0.000241196333815726
灣一教會,1,0.000241196333815726
未找到,1,0.000241196333815726
參與長,1,0.000241196333815726
大會堂,1,0.000241196333815726
十多名,1,0.000241196333815726
小時,1,0.000241196333815726
各人,1,0.000241196333815726
診當,1,0.000241196333815726
快速,1,0.000241196333815726
無參,1,0.000241196333815726
環嘉豪,1,0.000241196333815726
病源,1,0.000241196333815726
診就醫,1,0.000241196333815726
促發燒,1,0.000241196333815726
新會,1,0.000241196333815726
之後出現,1,0.000241196333815726
當時照,1,0.000241196333815726
隨後證,1,0.000241196333815726
人病,1,0.000241196333815726
姊妹,1,0.000241196333815726
灣一間,1,0.000241196333815726
69,1,0.000241196333815726
將軍澳怡明,1,0.000241196333815726
樓同,1,0.000241196333815726
三次,1,0.000241196333815726
過長,1,0.000241196333815726
沙灣門,1,0.000241196333815726
小型,1,0.000241196333815726
男朋友,1,0.000241196333815726
同機,1,0.000241196333815726
國峰,1,0.000241196333815726
西蘭及,1,0.000241196333815726
415,1,0.000241196333815726
首先,1,0.000241196333815726
英國先,1,0.000241196333815726
繼而,1,0.000241196333815726
雖先,1,0.000241196333815726
充血,1,0.000241196333815726
566,1,0.000241196333815726
selvedge,1,0.000241196333815726
620,1,0.000241196333815726
619,1,0.000241196333815726
胸部,1,0.000241196333815726
烏克蘭及,1,0.000241196333815726
464,1,0.000241196333815726
典乍街,1,0.000241196333815726
333,1,0.000241196333815726
現鼻,1,0.000241196333815726
波蘭,1,0.000241196333815726
523,1,0.000241196333815726
522,1,0.000241196333815726
過灣,1,0.000241196333815726
750,1,0.000241196333815726
心症,1,0.000241196333815726
赴英,1,0.000241196333815726
及丹麥,1,0.000241196333815726
內地,1,0.000241196333815726
507,1,0.000241196333815726
691,1,0.000241196333815726
588,1,0.000241196333815726
587,1,0.000241196333815726
572,1,0.000241196333815726
輪入,1,0.000241196333815726
152,1,0.000241196333815726
頤景護,1,0.000241196333815726
465,1,0.000241196333815726
不暢,1,0.000241196333815726
梳士,1,0.000241196333815726
百德,1,0.000241196333815726
新街,1,0.000241196333815726
號百德大廈,1,0.000241196333815726
粉嶺祥華,1,0.000241196333815726
祥智樓,1,0.000241196333815726
諾士佛,1,0.000241196333815726
天際,1,0.000241196333815726
605,1,0.000241196333815726
仔石,1,0.000241196333815726
排灣,1,0.000241196333815726
碧山樓,1,0.000241196333815726
龍華樓,1,0.000241196333815726
居於將,1,0.000241196333815726
灣仔帝,1,0.000241196333815726
以色列,1,0.000241196333815726
公開,1,0.000241196333815726
號富雅閣,1,0.000241196333815726
555,1,0.000241196333815726
別人,1,0.000241196333815726
警員不屬,1,0.000241196333815726
野餐,1,0.000241196333815726
這些,1,0.000241196333815726
854,1,0.000241196333815726
學護,1,0.000241196333815726
小隊,1,0.000241196333815726
柯士甸西,1,0.000241196333815726
號漾,1,0.000241196333815726
七座,1,0.000241196333815726
665,1,0.000241196333815726
赤泥,1,0.000241196333815726
山村,1,0.000241196333815726
666,1,0.000241196333815726
澳新,1,0.000241196333815726
頤康護,1,0.000241196333815726
503,1,0.000241196333815726
403,1,0.000241196333815726
793,1,0.000241196333815726
案忠者,1,0.000241196333815726
310,1,0.000241196333815726
因肚,1,0.000241196333815726
醫院驗檢,1,0.000241196333815726
404,1,0.000241196333815726
停飛,1,0.000241196333815726
422,1,0.000241196333815726
過馬爾,1,0.000241196333815726
為強,1,0.000241196333815726
制家取,1,0.000241196333815726
413,1,0.000241196333815726
443,1,0.000241196333815726
爆疫,1,0.000241196333815726
女警,1,0.000241196333815726
韓及,1,0.000241196333815726
401,1,0.000241196333815726
332,1,0.000241196333815726
277,1,0.000241196333815726
315,1,0.000241196333815726
過數,1,0.000241196333815726
161,1,0.000241196333815726
出發,1,0.000241196333815726
400,1,0.000241196333815726
now,1,0.000241196333815726
剪片,1,0.000241196333815726
亞博館,1,0.000241196333815726
抵港後需,1,0.000241196333815726
頭緒,1,0.000241196333815726
屬長,1,0.000241196333815726
亞及,1,0.000241196333815726
新聞台,1,0.000241196333815726
502,1,0.000241196333815726
警察,1,0.000241196333815726
過尖,1,0.000241196333815726
格外,1,0.000241196333815726
病床,1,0.000241196333815726
374,1,0.000241196333815726
為德國,1,0.000241196333815726
祖父,1,0.000241196333815726
738,1,0.000241196333815726
856,1,0.000241196333815726
489,1,0.000241196333815726
過新西蘭,1,0.000241196333815726
398,1,0.000241196333815726
491,1,0.000241196333815726
醫生求,1,0.000241196333815726
診時,1,0.000241196333815726
告知,1,0.000241196333815726
488,1,0.000241196333815726
染疫,1,0.000241196333815726
入博愛醫院,1,0.000241196333815726
現肚瀉,1,0.000241196333815726
拒絕,1,0.000241196333815726
致兩名,1,0.000241196333815726
抽血,1,0.000241196333815726
人員成,1,0.000241196333815726
一人,1,0.000241196333815726
855,1,0.000241196333815726
427,1,0.000241196333815726
場合脫,1,0.000241196333815726
及心,1,0.000241196333815726
胸痛,1,0.000241196333815726
kagesha,1,0.000241196333815726
lounge,1,0.000241196333815726
278,1,0.000241196333815726
284,1,0.000241196333815726
昌隆,1,0.000241196333815726
295,1,0.000241196333815726
號傲,1,0.000241196333815726
